patient_id,full_name,recorded_ts,birthdate,deathdate,ssn,drivers,passport,prefix,marital,race,ethnicity,gender,birthplace,patient_address,patient_city,patient_state,county,fips,patient_zip,lat,lon,healthcare_expenses,healthcare_coverage,income,age_at_imaging,bodysite_code,bodysite_description,modality_code,modality_description,sop_code,sop_description,procedure_code,encounter_class,encounter_description,base_encounter_cost,total_claim_cost,payer_coverage,encounter_reason,organization_name,organization_address,organization_city,organization_state,organization_zip,provider_name,provider_speciality
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-08-03 11:28:42.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,51185008,Thoracic structure (body structure),CR,Computed Radiography,1.2.840.10008.5.1.4.1.1.1.1,Digital X-Ray Image Storage – for Presentation,399208008,ambulatory,Follow-up encounter (procedure),96.45,8551.76,8551.76,Abnormal findings diagnostic imaging heart+coronary circulat (finding),NORTHWOOD DEACONESS HEALTH CENTER,4 N PARK ST,NORTHWOOD,ND,582674102,Noe Howe,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2007-04-11 15:22:33.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,44,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2433.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-09-03 07:22:53.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,51185008,Thoracic structure (body structure),CR,Computed Radiography,1.2.840.10008.5.1.4.1.1.1.1,Digital X-Ray Image Storage – for Presentation,399208008,inpatient,Patient transfer to intensive care unit (procedure),109.52,26267.49,26267.49,History of coronary artery bypass grafting (situation),NORTHWOOD DEACONESS HEALTH CENTER,4 N PARK ST,NORTHWOOD,ND,582674102,Noe Howe,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2013-12-18 15:23:04.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,51,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2483.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-01-15 16:47:26.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,49,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1490.01,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2013-12-18 15:23:04.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,51,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2483.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2008-04-05 15:38:46.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,45,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1738.34,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-08-03 11:28:42.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,80891009,Heart structure (body structure),US,Ultrasound,1.2.840.10008.5.1.4.1.1.3.1,Ultrasound Multiframe Image Storage,40701008,ambulatory,Follow-up encounter (procedure),96.45,8551.76,8551.76,Abnormal findings diagnostic imaging heart+coronary circulat (finding),NORTHWOOD DEACONESS HEALTH CENTER,4 N PARK ST,NORTHWOOD,ND,582674102,Noe Howe,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2009-03-01 15:56:48.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,46,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2008-04-05 15:38:46.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,45,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1738.34,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
1bf665df-c8e5-c604-cd20-4b3f67fb1d6e,Amber Ayako Predovic,2022-11-05 09:15:57.000000,1991-08-10,,999-41-9511,S99999831,X71561643X,Mrs.,M,white,nonhispanic,F,Fargo  North Dakota  US,356 Kreiger Trafficway,Fargo,North Dakota,Cass County,38017,58105,46.91251244661780,-96.86456260822100,218795.14,1113271.9,209132,31,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3193.25,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1bf665df-c8e5-c604-cd20-4b3f67fb1d6e,Amber Ayako Predovic,2016-10-29 09:32:09.000000,1991-08-10,,999-41-9511,S99999831,X71561643X,Mrs.,M,white,nonhispanic,F,Fargo  North Dakota  US,356 Kreiger Trafficway,Fargo,North Dakota,Cass County,38017,58105,46.91251244661780,-96.86456260822100,218795.14,1113271.9,209132,25,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,1683.69,Gingivitis (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1e2e6f49-cbde-7ea4-d4aa-21b62a0a5bae,Maryland Hollis Gibson,2018-10-06 08:47:17.000000,1984-07-07,,999-76-2020,S99975488,X67893457X,Ms.,S,black,nonhispanic,F,Waldo  North Dakota  US,332 Mayert Vale,Minot,North Dakota,Ward County,38101,58703,48.150421179212400,-101.31969182139300,614124.53,945202.57,99523,34,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4354.55,3048.19,Gingivitis (disorder),TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,587014470,Leland Bernier,GENERAL PRACTICE
1e2e6f49-cbde-7ea4-d4aa-21b62a0a5bae,Maryland Hollis Gibson,2016-01-16 08:42:25.000000,1984-07-07,,999-76-2020,S99975488,X67893457X,Ms.,S,black,nonhispanic,F,Waldo  North Dakota  US,332 Mayert Vale,Minot,North Dakota,Ward County,38101,58703,48.150421179212400,-101.31969182139300,614124.53,945202.57,99523,31,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3193.25,Patient referral for dental care (procedure),TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,587014470,Leland Bernier,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2017-02-26 21:43:06.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,20,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,1127.5,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2025-04-20 22:30:51.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,28,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3193.25,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2018-02-25 22:39:00.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,21,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4354.55,1504.08,Gingivitis (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2021-11-14 21:47:21.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,24,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4741.65,4741.65,Gingivitis (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2020-06-14 22:25:22.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,23,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,1964.31,Gingivitis (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2021-05-23 20:57:05.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,24,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for problem (procedure),96.45,1393.75,1393.75,Loss of teeth (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2021-03-28 22:41:36.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,24,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3580.35,3580.35,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2016-11-06 22:46:59.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,19,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4741.65,3319.16,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2025-02-23 22:42:39.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,28,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3193.25,Patient referral for dental care (procedure),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2007-03-25 20:46:22.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,10,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for problem (procedure),96.45,1257.75,1006.2,Loss of teeth (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1efaaf02-d81c-e363-7074-796706cf7264,Donovan Ivory Kreiger,2020-08-16 21:59:08.000000,1996-11-24,,999-11-1197,S99982794,X69719524X,Mr.,S,white,nonhispanic,M,Grand Forks  North Dakota  US,469 Reynolds Pathway Unit 0,Fargo,North Dakota,Cass County,38017,58102,46.83699078750270,-96.93289256035980,115566.07,822664.35,64200,23,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3193.25,Gingivitis (disorder),ESSENTIA HEALTH FARGO,3000 32ND AVE S,WEST FARGO,ND,580783468,Otha Roberts,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2003-11-03 15:01:30.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,63,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4741.65,4706.65,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2006-01-16 15:12:49.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,65,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3158.25,Patient referral for dental care (procedure),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2002-02-11 15:03:48.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,61,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3580.35,3530.35,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2004-12-27 15:08:34.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,64,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3158.25,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,1998-02-02 14:45:43.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,57,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,3143.25,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2000-01-30 17:57:05.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,59,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for problem (procedure),96.45,1257.75,1207.75,Loss of teeth (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,1998-01-05 15:20:13.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,57,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,2756.15,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2000-01-24 14:38:51.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,59,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,2756.15,Patient referral for dental care (procedure),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,1997-01-13 14:56:07.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,56,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,2756.15,Patient referral for dental care (procedure),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2001-06-18 14:56:43.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,61,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4741.65,4691.65,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
1f0a6f4c-8df7-9a8a-3f06-8ef7535fea2b,Rolando Lorenzo Reilly,2002-12-09 15:33:53.000000,1940-06-24,2006-12-05,999-96-5586,S99965735,X58692260X,Mr.,D,white,nonhispanic,M,Fargo  North Dakota  US,1097 Larkin Landing,Upham,North Dakota,McHenry County,38049,58789,48.597189506377900,-100.80179186552600,37009.37,725514.64,6237,62,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3580.35,3530.35,Gingivitis (disorder),ST ANDREWS HOSPITAL,316 OHMER ST,BOTTINEAU,ND,583181045,Iva O'keefe,GENERAL PRACTICE
